,EXPERIMENT,LOCATION,VARIETY,FAMILY,CHECK,RM,REPNO,YIELD,CLASS_OF,GRAD
29322,312,99,82,40,0,2.8,2,82.2626251,2011,0
29323,312,99,82,40,0,2.8,1,58.0613587,2011,1
29324,198,84,4,30,0,2.8,2,56.0875114,2011,1
29330,198,84,4,30,0,2.4,1,54.0106147,2011,1
29331,198,84,5,31,0,2.7,1,62.8379088,2011,1
29332,198,84,5,31,0,2.7,2,59.2039716,2011,1
29369,2,26,37,11,0,2.8,2,66.1243335,2011,0
29370,2,26,37,11,0,2.8,1,52.4971433,2011,1
29371,198,84,13,23,0,2.8,2,56.9639507,2011,1
29377,95,145,82,40,0,2.7,1,61.9898712,2011,1
29378,95,145,82,40,0,2.7,2,61.4332861,2011,1
29416,332,99,75,38,0,2.8,2,65.0300482,2011,1
29422,198,84,74,29,0,2.4,1,55.0744164,2011,1
29423,2,29,37,11,0,2.4,2,64.6162153,2011,1
29424,2,29,37,11,0,2.7,1,40.4494475,2011,1
29425,198,84,75,38,0,2.7,2,60.4661395,2011,1
29461,198,84,75,38,0,2.8,1,61.0767028,2011,0
29462,198,84,77,34,0,2.8,2,57.6213546,2011,1
29466,95,146,15,24,0,2.4,1,59.9257627,2011,1
29467,95,146,15,24,0,2.7,2,62.2300221,2011,1
29502,95,146,15,24,0,2.8,2,47.4309251,2011,1
29506,309,116,22,44,0,2.4,1,56.7126473,2011,1
29544,95,146,19,1,0,2.4,1,58.5276828,2011,1
29545,95,146,19,1,0,2.7,1,60.8743217,2011,1
29546,309,116,22,44,0,2.7,2,61.2091948,2011,1
29583,312,103,22,44,0,2.8,1,78.0746307,2011,0
29584,312,103,22,44,0,2.8,2,55.6244587,2011,1
29627,198,88,4,30,0,2.8,2,64.0898164,2011,0
29628,198,88,4,30,0,2.8,2,48.9692294,2011,1
29632,198,88,5,31,0,2.4,1,62.9880961,2011,1
29633,198,88,5,31,0,2.7,1,64.2907105,2011,1
29634,2,34,37,11,0,2.7,2,49.5696811,2011,1
29666,2,34,37,11,0,2.8,1,57.0680409,2011,0
29667,198,88,13,23,0,2.8,1,68.4650244,2011,1
29668,95,146,23,45,0,2.8,2,41.0336908,2011,1
29671,95,146,23,45,0,2.7,1,48.3840939,2011,1
29708,95,146,23,45,0,2.8,1,74.0024738,2011,0
29709,309,116,82,40,0,2.8,2,70.297904,2011,0
29713,198,88,74,29,0,2.4,2,66.191546,2011,1
29714,2,47,37,11,0,2.7,1,72.6005276,2011,1
29715,2,47,37,11,0,2.7,2,60.9856983,2011,1
29749,95,146,82,40,0,2.8,1,36.7048773,2011,0
29750,95,146,82,40,0,2.8,2,38.2165642,2011,0
29751,198,88,75,38,0,2.8,1,37.4095678,2011,1
29755,198,88,77,34,0,2.4,1,39.3258682,2011,1
29756,198,88,77,34,0,2.4,2,37.1072602,2011,1
29757,198,88,80,29,0,2.7,2,36.8049525,2011,1
29789,198,88,80,29,0,2.8,1,80.3656557,2011,0
29790,198,89,4,30,0,2.8,2,70.1819178,2011,0
29791,198,89,4,30,0,2.8,1,61.9143314,2011,1
29796,198,89,5,31,0,2.4,1,62.2166391,2011,1
29797,198,89,5,31,0,2.4,2,53.7445899,2011,1
29798,2,56,37,11,0,2.7,1,74.8213662,2011,1
29839,2,56,37,11,0,2.8,2,66.6516246,2011,0
29840,95,147,15,24,0,2.8,2,65.442394,2011,1
29846,95,147,15,24,0,2.4,1,63.6283994,2011,1
29847,95,147,15,24,0,2.4,2,64.130709,2011,1
29848,312,104,82,40,0,2.7,2,60.3004874,2011,1
29886,312,104,82,40,0,2.8,2,50.8212913,2011,0
29887,95,147,19,1,0,2.8,1,57.6772659,2011,1
29888,95,147,19,1,0,2.8,2,59.895874,2011,1
29891,95,147,19,1,0,2.4,1,58.181806,2011,1
29892,198,89,74,29,0,2.4,2,58.4841136,2011,1
29893,2,62,37,11,0,2.7,2,57.3748096,2011,1
29935,2,62,37,11,0,2.8,1,73.159492,2011,0
29936,95,147,23,45,0,2.8,2,80.5322,2011,0
29937,95,147,23,45,0,2.8,1,87.1217038,2011,1
29938,95,147,23,45,0,2.8,2,77.7397577,2011,1
29941,198,89,77,34,0,2.4,2,84.6641345,2011,1
29984,198,89,77,34,0,2.8,2,56.9639507,2011,1
30031,198,89,80,29,0,2.8,1,60.3153574,2011,0
30032,198,89,80,29,0,2.8,2,55.84855,2011,0
30035,198,93,4,30,0,2.4,1,50.2636653,2011,1
30036,198,93,4,30,0,2.4,2,65.9002422,2011,1
30037,198,93,5,31,0,2.7,1,59.1974288,2011,1
30038,198,93,5,31,0,2.7,2,59.1974288,2011,1
30075,95,147,82,40,0,2.8,1,51.9380303,2011,0
30076,2,64,37,11,0,2.8,1,53.3909807,2011,1
30081,2,64,37,11,0,2.4,1,47.6927863,2011,1
30082,198,93,13,23,0,2.4,2,61.0984131,2011,1
30083,198,56,5,31,0,2.7,2,50.70932,2011,1
30118,312,110,22,44,0,2.8,1,60.1550585,2011,0
30119,312,110,82,40,0,2.8,1,50.1994268,2011,1
30123,312,110,82,40,0,2.4,1,41.6933252,2011,1
30124,198,93,74,29,0,2.7,1,51.5484356,2011,1
30125,95,148,15,24,0,2.7,2,49.2664813,2011,1
30184,95,148,15,24,0,2.8,1,64.0016371,2011,0
30185,95,148,15,24,0,2.8,2,54.954564,2011,0
30186,198,93,75,38,0,2.8,1,54.7304727,2011,1
30187,198,93,75,38,0,2.8,2,59.1974288,2011,1
30194,198,93,77,34,0,2.4,1,71.1501052,2011,1
30195,198,93,77,34,0,2.4,2,64.7823135,2011,1
30196,198,93,80,29,0,2.7,1,63.7775458,2011,1
30197,198,93,80,29,0,2.7,2,66.1243335,2011,1
30234,95,148,19,1,0,2.8,1,52.773131,2011,0
30235,95,148,19,1,0,2.8,1,49.167893,2011,1
30236,95,148,19,1,0,2.8,2,49.4681188,2011,1
30240,194,64,76,42,0,2.4,2,63.3878024,2011,1
30241,198,99,4,30,0,2.7,2,48.3687777,2011,1
30259,198,99,4,30,0,2.6,2,81.5368191,2011,0
30266,198,99,5,31,0,3.0,1,71.4851269,2013,0
30267,198,99,5,31,0,3.0,2,87.1217038,2013,0
30281,95,148,23,45,0,3.0,1,77.4048847,2011,1
30282,95,148,23,45,0,2.7,2,72.1548729,2011,0
30302,95,148,23,45,0,2.6,1,73.6390503,2011,0
30303,312,116,22,44,0,2.6,2,71.4622271,2011,0
30309,312,116,22,44,0,3.0,1,61.2960357,2013,0
30310,312,116,82,40,0,3.0,2,72.0840916,2013,0
30316,95,148,82,40,0,3.0,1,68.8691918,2011,1
30317,95,148,82,40,0,3.0,2,81.8318404,2011,1
30318,95,148,82,40,0,2.7,2,50.0965262,2011,0
30339,198,99,75,38,0,2.6,1,46.2425126,2011,0
30340,198,99,75,38,0,2.6,2,53.6125441,2011,0
30344,198,99,77,34,0,3.0,1,65.2304962,2013,0
30356,198,99,77,34,0,2.7,1,49.1457366,2011,0
30357,198,99,80,29,0,2.7,2,56.2942047,2011,0
30387,198,99,80,29,0,3.0,1,62.6621451,2013,0
30399,87,120,75,38,0,3.0,1,62.3247442,2011,1
30400,198,101,4,30,0,3.0,2,65.2304962,2011,1
30401,198,101,4,30,0,2.7,1,54.5063814,2011,0
30402,198,101,5,31,0,2.7,2,64.6713831,2011,0
30419,198,101,5,31,0,2.6,2,71.3741965,2011,0
30440,95,149,15,24,0,3.0,2,69.9213949,2011,1
30441,95,149,15,24,0,2.7,1,55.84855,2011,0
30442,95,149,15,24,0,2.7,2,73.7184563,2011,0
30464,345,68,100,8,0,2.6,1,65.8913202,2011,0
30465,95,149,19,1,0,2.6,2,65.0920562,2011,0
30475,95,149,19,1,0,3.0,1,58.8818868,2013,0
30489,95,149,19,1,0,3.0,1,74.8038195,2011,1
30508,198,101,74,29,0,2.6,2,53.4651821,2011,0
30514,198,101,74,29,0,3.0,1,45.8520257,2013,0
30526,95,149,23,45,0,3.0,2,59.6823404,2011,1
30527,95,149,23,45,0,2.7,1,52.1649469,2011,0
30552,95,149,23,45,0,2.6,1,72.000076,2011,0
30553,198,101,75,38,0,2.6,2,68.595732,2011,0
30558,198,101,77,34,0,3.0,1,69.7967841,2013,0
30559,198,101,77,34,0,3.0,2,67.9952803,2013,0
30574,198,101,80,29,0,3.0,1,60.5839101,2011,1
30575,198,101,80,29,0,2.7,2,57.9810606,2011,0
30595,198,104,4,30,0,2.6,1,34.5863445,2011,0
30596,198,104,4,30,0,2.6,2,35.2932656,2011,0
30602,198,104,5,31,0,3.0,1,40.6374046,2013,0
30617,95,149,82,40,0,3.0,1,41.2421686,2011,1
30637,95,149,82,40,0,2.6,1,66.9563115,2011,0
30638,95,149,82,40,0,2.6,2,58.5864194,2011,0
30646,198,104,13,23,0,3.0,2,71.8958371,2013,0
30660,198,104,13,23,0,2.7,2,69.9795367,2011,0
30681,84,71,42,27,0,2.6,1,61.4097914,2011,0
30686,84,71,42,27,0,3.0,1,57.4771154,2013,0
30687,198,104,74,29,0,3.0,2,56.7701943,2013,0
30704,198,104,74,29,0,3.0,2,58.9888023,2011,1
30705,198,104,75,38,0,2.7,1,54.0491281,2011,0
30706,198,104,75,38,0,2.7,2,57.9818041,2011,0
30731,198,104,77,34,0,2.6,2,56.2655056,2011,0
30740,198,104,77,34,0,3.0,1,51.32598,2013,0
30753,313,99,22,44,0,3.0,2,53.7445899,2011,1
30754,198,104,80,29,0,2.7,1,62.619022,2011,0
30755,313,99,82,40,0,2.7,2,61.9143314,2011,0
30777,313,99,82,40,0,2.6,2,84.9990075,2011,0
30786,84,71,74,29,0,3.0,1,70.1454862,2013,0
30787,198,106,4,30,0,3.0,2,69.0275576,2013,0
30801,198,106,4,30,0,3.0,1,70.2562679,2011,1
30802,198,106,5,31,0,2.7,1,74.723224,2011,0
30803,198,106,5,31,0,2.7,2,74.8365336,2011,0
30829,198,106,13,23,0,2.6,1,65.2304962,2011,0
30830,232,71,74,29,0,2.6,2,60.0912661,2011,0
30836,198,106,74,29,0,3.0,2,50.039574,2013,0
30851,198,106,74,29,0,3.0,1,64.0016371,2011,1
30852,198,106,75,38,0,3.0,2,55.5135283,2011,1
30853,198,106,75,38,0,2.7,1,73.7184563,2011,0
30878,198,106,77,34,0,2.6,1,54.7304727,2011,0
30879,198,106,77,34,0,2.6,2,67.0181708,2011,0
30884,198,106,80,29,0,3.0,2,58.0818794,2013,0
30899,198,106,80,29,0,3.0,1,59.1974288,2011,1
30900,313,104,22,44,0,2.7,1,53.6125441,2011,0
30901,313,104,22,44,0,2.7,2,65.9002422,2011,0
30931,126,99,57,68,0,2.6,1,65.8600931,2011,0
30932,313,104,82,40,0,2.6,2,63.7861704,2011,0
30943,313,104,82,40,0,3.0,1,73.3279694,2013,0
30944,198,110,4,30,0,3.0,2,59.7412257,2013,0
30965,198,110,4,30,0,3.0,1,63.7861704,2011,1
30966,198,110,5,31,0,3.0,2,64.9271476,2011,1
30967,198,110,5,31,0,2.7,1,69.2830246,2011,0
30968,96,20,30,25,0,2.7,2,67.3120025,2011,0
30990,198,110,13,23,0,2.6,1,48.9216453,2011,0
30997,198,110,13,23,0,3.0,2,51.2682843,2013,0
31006,343,71,48,55,0,3.0,1,49.2565183,2011,1
31026,343,71,56,4,0,2.6,1,55.5933804,2011,0
31027,343,71,56,4,0,2.6,2,53.6223583,2011,0
31034,196,99,52,63,0,3.0,1,56.6292264,2013,0
31035,198,110,74,29,0,3.0,2,51.0294717,2013,0
31050,198,110,74,29,0,2.7,1,58.0811359,2011,0
31051,96,30,30,25,0,2.7,2,50.6132596,2011,0
31075,198,110,75,38,0,2.6,2,55.1762761,2011,0
31085,198,110,75,38,0,3.0,1,50.374447,2013,0
31086,198,110,77,34,0,3.0,2,54.284818,2013,0
31099,198,110,77,34,0,3.0,2,68.2445019,2011,1
31100,198,110,80,29,0,2.7,1,52.4971433,2011,0
31126,198,110,80,29,0,3.0,1,53.6223583,2013,0
31127,198,120,4,30,0,3.0,2,57.8731042,2013,0
31140,198,120,4,30,0,3.0,1,71.4622271,2011,1
31141,198,120,5,31,0,3.0,2,52.1704488,2011,1
31174,198,120,5,31,0,2.6,1,65.9002422,2011,0
31175,198,120,13,23,0,2.6,2,55.7352404,2011,0
31186,198,120,13,23,0,3.0,1,74.1666389,2013,0
31187,313,110,82,40,0,3.0,2,65.1171866,2013,0
31208,96,66,30,25,0,3.0,1,73.7184563,2011,1
31209,254,132,8,51,0,3.0,2,59.5323018,2011,1
31210,198,57,5,31,0,2.7,1,67.6879168,2011,0
31211,198,57,5,31,0,2.7,2,56.4049864,2011,0
31253,198,120,74,29,0,3.0,1,64.7191159,2011,1
31254,198,120,74,29,0,3.0,2,70.9431144,2011,1
31255,198,120,75,38,0,2.7,1,54.0361911,2011,0
31277,198,120,75,38,0,2.6,2,62.787202,2011,0
31297,198,120,77,34,0,3.0,2,59.0827809,2011,1
31298,97,20,32,27,0,2.7,1,59.5839008,2011,0
31299,198,120,80,29,0,2.7,2,44.7635397,2011,0
31326,198,120,80,29,0,2.6,2,52.1725306,2011,0
31335,97,30,31,27,0,3.0,1,56.9788208,2013,0
31348,97,30,32,27,0,3.0,1,51.1725213,2011,1
31349,313,116,22,44,0,3.0,2,53.8747026,2011,1
31350,199,48,71,35,0,2.7,1,56.4797827,2011,0
31371,199,48,71,35,0,2.6,1,45.2624291,2011,0
31372,199,48,76,42,0,2.6,2,47.2670574,2011,0
31388,199,48,76,42,0,3.0,1,50.2696133,2011,1
31389,199,48,78,6,0,3.0,2,56.1795568,2011,1
31390,199,48,78,6,0,2.7,1,47.9668409,2011,0
31411,93,134,28,40,0,2.6,1,63.3767986,2011,0
31412,199,48,85,27,0,2.6,2,61.7971556,2011,0
31421,199,48,85,27,0,3.0,2,50.5934825,2013,0
31436,97,66,31,27,0,3.0,1,59.6931955,2011,1
31437,97,66,32,27,0,3.0,2,64.2191856,2011,1
31438,199,50,71,35,0,2.7,1,69.0794539,2011,0
31439,199,50,71,35,0,2.7,2,69.089863,2011,0
31513,199,50,76,42,0,2.6,1,44.6701559,2011,0
31514,199,50,76,42,0,2.6,2,44.267773,2011,0
31515,199,50,78,6,0,2.2,1,46.888764,2011,0
31516,313,119,22,44,0,2.2,2,46.6863829,2011,0
31517,313,119,22,44,0,2.4,1,49.0072967,2011,1
31518,313,119,82,40,0,2.4,2,56.8725001,2011,1
31585,313,119,82,40,0,2.6,1,68.1420474,2011,0
31586,199,50,85,27,0,2.6,2,72.8090054,2011,0
31587,199,50,85,27,0,2.2,1,65.9629937,2011,0
31588,199,50,87,27,0,2.2,2,70.5270511,2011,0
31589,199,50,87,27,0,2.4,1,74.3661946,2011,1
31590,199,51,71,35,0,2.4,2,69.9050378,2011,1
31657,199,51,71,35,0,2.6,1,48.4758419,2011,0
31658,199,51,76,42,0,2.6,2,36.8604177,2011,0
31659,199,51,76,42,0,2.2,1,58.7517741,2011,0
31660,199,51,78,6,0,2.2,2,31.0515904,2011,0
31661,199,51,78,6,0,2.4,1,50.70932,2011,1
31662,199,51,85,27,0,2.4,2,23.9031223,2011,1
31729,199,51,85,27,0,2.6,1,76.73499,2011,0
31730,314,91,22,44,0,2.6,2,81.7609104,2011,0
31731,314,91,82,40,0,2.2,1,75.39297,2011,0
31732,314,91,82,40,0,2.2,2,77.069863,2011,0
31733,350,108,103,79,0,2.4,1,83.7702971,2011,1
31734,199,51,87,27,0,2.4,2,81.7609104,2011,1
31801,199,51,87,27,0,2.6,1,85.3100884,2011,0
31802,84,89,74,29,0,2.6,2,74.7214396,2011,0
31803,300,64,74,29,0,2.2,1,73.7142927,2011,0
31804,187,89,76,42,0,2.2,2,65.8489406,2011,0
31805,187,89,76,42,0,2.4,1,77.5448116,2011,1
31806,348,61,74,29,0,2.4,2,76.5376647,2011,1
31867,199,57,71,35,0,2.6,1,41.4585275,2011,0
31868,199,57,71,35,0,2.6,2,33.2459603,2011,0
31869,199,57,76,42,0,2.2,1,30.0425104,2011,0
31870,199,57,76,42,0,2.2,2,31.5437883,2011,0
31871,199,57,78,6,0,2.4,1,51.1725213,2011,1
31872,199,57,78,6,0,2.4,2,49.167893,2011,1
31939,199,57,85,27,0,2.6,1,46.6863829,2011,0
31940,199,57,85,27,0,2.6,2,54.8538939,2011,0
31941,199,57,87,27,0,2.8,1,46.0817676,2011,1
31942,199,57,87,27,0,2.8,2,41.5444762,2011,1
31943,314,99,22,44,0,2.4,1,38.2165642,2011,1
31944,314,99,82,40,0,2.4,2,44.8723883,2011,1
32010,314,99,82,40,0,2.6,1,66.4821063,2011,0
32011,141,106,13,23,0,2.6,2,49.1612015,2011,0
32012,199,58,71,35,0,2.8,1,73.2250688,2011,1
32013,199,58,71,35,0,2.4,1,65.3409805,2011,1
32014,199,58,76,42,0,2.4,2,61.7122478,2011,1
32081,199,58,76,42,0,2.6,1,40.5443182,2011,0
32082,199,58,78,6,0,2.6,2,35.4076161,2011,0
32083,199,58,78,6,0,2.8,1,44.6787805,2011,1
32084,141,106,76,42,0,2.8,2,44.7895622,2011,1
32085,199,58,85,27,0,2.4,1,46.9122586,2011,1
32086,199,58,85,27,0,2.4,2,34.4029971,2011,1
32153,199,58,87,27,0,2.6,1,73.9425476,2011,0
32154,199,58,87,27,0,2.6,2,77.4048847,2011,0
32155,314,110,22,44,0,2.8,1,81.0911644,2011,1
32156,314,110,22,44,0,2.8,2,84.8882258,2011,1
32157,314,110,82,40,0,2.4,1,80.5322,2011,1
32158,314,110,82,40,0,2.4,2,85.7820631,2011,1
32225,343,72,48,55,0,2.6,1,85.4101637,2011,0
32226,98,30,40,36,0,2.6,2,84.1007091,2011,0
32227,310,99,82,40,0,2.8,1,81.2773371,2011,1
32228,199,60,71,35,0,2.8,2,80.0657273,2011,1
32229,199,60,71,35,0,2.4,1,78.4517346,2011,1
32230,199,60,76,42,0,2.4,2,82.082103,2011,1
32292,199,60,76,42,0,2.6,1,30.2411739,2011,0
32293,95,118,82,40,0,2.6,2,34.3475319,2011,0
32294,199,60,78,6,0,2.8,1,43.4609253,2011,1
32295,343,72,56,4,0,2.8,2,30.1418421,2011,1
32296,199,60,85,27,0,2.4,1,33.846412,2011,1
32363,199,60,85,27,0,2.4,1,45.5770789,2011,1
32364,199,60,87,27,0,2.4,2,44.4677749,2011,1
32365,98,66,40,36,0,3.0,1,41.7468573,2011,1
32366,314,116,22,44,0,3.0,2,43.0561632,2011,1
32367,314,116,22,44,0,2.3,1,33.6792729,2011,0
32368,314,116,82,40,0,2.3,2,32.3677365,2011,0
32433,314,116,82,40,0,2.4,1,59.6383251,2011,1
32434,99,30,36,2,0,2.4,2,55.6962809,2011,1
32435,199,61,71,35,0,3.0,1,70.3212499,2011,1
32436,199,61,71,35,0,3.0,2,63.6832698,2011,1
32437,199,61,76,42,0,2.3,1,52.0651691,2011,0
32438,199,61,76,42,0,2.3,2,40.4494475,2011,0
32505,199,61,78,6,0,2.4,1,29.3746974,2011,1
32506,199,61,78,6,0,2.4,2,18.9879836,2011,1
32507,343,72,75,38,0,3.0,1,39.4287688,2011,1
32508,199,61,85,27,0,3.0,2,34.8486518,2011,1
32509,199,61,85,27,0,2.3,1,27.4760924,2011,0
32510,343,72,75,38,0,2.3,2,22.785045,2011,0
32577,343,72,84,27,0,2.4,1,77.069863,2011,1
32578,199,61,87,27,0,2.4,2,83.6595154,2011,1
32579,199,61,87,27,0,3.0,1,81.2019461,2011,1
32580,343,72,84,27,0,3.0,2,78.8576863,2011,1
32581,314,117,22,44,0,2.3,1,75.6170613,2011,0
32582,314,117,22,44,0,2.3,2,81.0911644,2011,0
32649,314,117,82,40,0,2.4,1,72.5026829,2011,1
32650,100,48,76,42,0,2.4,2,69.3770032,2011,1
32651,199,64,71,35,0,3.0,1,64.4371802,2011,1
32652,199,64,71,35,0,3.0,2,70.2840748,2011,1
32653,199,64,76,42,0,2.3,1,76.7378153,2011,0
32654,199,64,76,42,0,2.3,2,81.4774877,2011,0
32721,199,64,78,6,0,2.4,1,50.4705074,2011,1
32722,199,64,78,6,0,2.4,2,51.070959,2011,1
32723,199,64,85,27,0,3.0,1,53.2742509,2011,1
32724,199,64,85,27,0,3.0,2,41.7587533,2011,1
32725,199,64,87,27,0,2.3,1,39.7565042,2011,0
32726,100,53,76,42,0,2.3,2,30.1418421,2011,0
32793,18,88,40,36,0,2.8,1,43.158469,2011,1
32794,195,43,16,22,0,2.8,2,42.7538555,2011,1
32795,100,56,76,42,0,3.0,1,40.8375552,2011,1
32796,314,119,22,44,0,3.0,2,37.0071849,2011,1
32797,199,70,71,35,0,2.3,1,38.5188719,2011,0
32798,199,70,71,35,0,2.3,2,36.9050278,2011,0
32865,199,70,76,42,0,2.8,1,59.7412257,2011,1
32866,199,70,76,42,0,2.8,2,62.6451933,2011,1
32867,199,70,78,6,0,3.0,1,62.4371616,2011,1
32868,199,70,78,6,0,3.0,2,64.4081837,2011,1
32869,343,75,4,30,0,2.3,1,49.1612015,2011,0
32870,199,70,85,27,0,2.3,2,60.2603383,2011,0
32937,199,70,85,27,0,2.8,1,38.0892768,2011,1
32938,195,43,16,22,0,2.8,2,43.7849432,2011,1
32939,199,70,87,27,0,3.0,1,39.6528601,2011,1
32940,100,57,76,42,0,3.0,2,43.5608519,2011,1
32941,252,132,82,40,0,2.3,2,30.6034078,2011,0
33008,162,99,76,42,0,2.8,1,75.6170613,2011,1
33009,100,58,76,42,0,2.8,2,81.9850017,2011,1
33010,199,71,71,35,0,3.0,1,88.9093785,2011,1
33011,199,71,71,35,0,3.0,2,84.1075493,2011,1
33012,199,71,76,42,0,2.3,1,70.3670496,2011,0
33013,199,71,76,42,0,2.3,2,67.7988472,2011,0
33080,198,58,80,29,0,2.8,1,79.2587309,2011,1
33081,199,71,78,6,0,2.8,2,69.6793108,2011,1
33082,315,91,82,40,0,3.0,1,75.2259796,2011,1
33083,34,110,74,29,0,3.0,2,70.5863825,2011,1
33084,199,71,85,27,0,2.3,1,61.7138835,2011,0
33085,199,71,85,27,0,2.3,2,72.4026076,2011,0
33151,93,134,73,35,0,2.8,1,46.8652693,2011,1
33152,199,71,87,27,0,2.8,2,47.3663892,2011,1
33153,100,60,76,42,0,3.0,1,45.8651113,2011,1
33154,352,61,68,18,0,3.0,2,48.2672155,2011,1
33155,142,61,13,23,0,2.3,2,42.1584597,2011,0
33158,100,62,76,42,0,2.8,1,39.9316731,2011,1
33159,34,120,76,42,0,2.8,2,43.6643473,2011,1
33160,199,72,71,35,0,3.0,1,50.218163,2011,1
33161,199,72,76,42,0,3.0,2,45.680723,2011,1
33162,199,72,76,42,0,2.3,1,35.5966141,2011,0
33163,199,72,78,6,0,2.3,2,48.9064779,2011,0
33166,199,72,78,6,0,2.8,1,59.1928191,2011,1
33167,142,61,74,29,0,2.8,2,57.2765187,2011,1
33168,352,61,104,19,0,3.0,1,78.0493516,2011,1
33169,142,61,74,29,0,3.0,2,61.6115777,2011,1
33170,315,99,22,44,0,2.3,1,65.6465595,2011,0
33171,315,99,22,44,0,2.3,2,54.0507638,2011,0
33174,199,72,85,27,0,2.8,1,67.0010703,2011,1
33175,199,72,85,27,0,2.8,2,64.3052831,2011,1
33176,142,61,76,42,0,3.0,1,65.135328,2011,1
33177,315,99,82,40,0,3.0,2,67.9340158,2011,1
33178,315,99,82,40,0,2.3,1,59.8441263,2011,0
33179,199,72,87,27,0,2.3,2,66.3792057,2011,0
33182,199,72,87,27,0,2.8,1,76.8457717,2011,1
33183,74,99,76,42,0,2.8,2,68.0227898,2011,1
33184,100,63,76,42,0,3.0,1,71.7092182,2011,1
33185,199,76,71,35,0,3.0,2,73.2728016,2011,1
33186,199,76,71,35,0,2.3,1,65.0064049,2011,0
33187,199,76,76,42,0,2.3,2,49.5937706,2011,0
33190,198,60,4,30,0,2.8,1,55.9901127,2011,1
33191,199,76,78,6,0,2.8,2,59.1960905,2011,1
33192,199,76,85,27,0,3.0,1,61.4340296,2011,1
33193,199,76,85,27,0,3.0,2,59.0253826,2011,1
33194,315,110,22,44,0,2.3,1,50.4520685,2011,0
33195,315,110,22,44,0,2.3,2,51.4400331,2011,0
33198,199,76,87,27,0,2.8,1,44.4633138,2011,1
33199,199,76,87,27,0,2.8,2,46.2648176,2011,1
33200,100,64,76,42,0,3.0,1,45.3639914,2011,1
33201,100,64,76,42,0,3.0,2,43.1606995,2011,1
33202,315,110,82,40,0,2.3,1,33.9479742,2011,0
33203,343,75,48,55,0,2.3,2,35.5508145,2011,0
33206,199,78,71,35,0,2.8,1,34.4873101,2011,1
33207,199,78,71,35,0,2.8,2,42.3526622,2011,1
33208,199,78,76,42,0,3.0,1,45.5784172,2011,1
33209,199,78,76,42,0,3.0,2,42.3526622,2011,1
33210,343,75,48,55,0,2.3,1,36.3014534,2011,0
33211,199,78,78,6,0,2.3,2,42.0503546,2011,0
33214,343,75,56,4,0,2.8,1,61.9162645,2011,1
33215,199,78,85,27,0,2.8,2,56.8741358,2011,1
33216,199,78,85,27,0,3.0,1,67.7630105,2011,1
33217,198,46,77,34,0,3.0,2,63.6301839,2011,1
33218,199,78,87,27,0,2.3,1,58.9905867,2011,0
33219,199,78,87,27,0,2.3,2,57.5788264,2011,0
33221,101,48,76,42,0,2.8,1,58.1864157,2011,1
33222,315,115,22,44,0,3.0,1,54.5553038,2011,1
33223,315,115,22,44,0,2.3,1,44.3914916,2011,0
33226,315,115,82,40,0,2.8,1,75.7303709,2011,1
33227,315,115,82,40,0,2.8,2,71.9307816,2011,1
33228,127,58,76,42,0,3.0,1,57.5229151,2011,1
33229,199,80,71,35,0,3.0,2,77.1807934,2011,1
33230,199,80,71,35,0,2.3,1,66.2351152,2011,0
33231,199,80,76,42,0,2.3,2,61.9898712,2011,0
33234,199,80,76,42,0,2.8,1,61.4841416,2011,1
33235,101,53,76,42,0,2.8,2,64.2563607,2011,1
33236,199,80,78,6,0,3.0,1,62.4138156,2011,1
33237,199,80,85,27,0,3.0,2,61.3242888,2011,1
33238,199,80,85,27,0,2.3,1,49.533547,2011,0
33239,343,75,75,38,0,2.3,2,55.3799955,2011,0
33242,199,80,87,27,0,2.8,1,48.3687777,2011,1
33243,199,80,87,27,0,2.8,2,45.5626549,2011,1
33244,343,75,84,27,0,3.0,1,45.0637655,2011,1
33245,101,56,76,42,0,3.0,2,49.9692387,2011,1
33246,228,113,21,46,0,2.3,1,40.8580758,2011,0
33247,343,75,84,27,0,2.3,2,39.4561297,2011,0
33250,315,117,22,44,0,2.8,1,53.9486067,2011,1
33251,315,117,22,44,0,2.8,2,50.7228517,2011,1
33252,84,110,42,27,0,3.0,1,53.2437674,2011,1
33253,315,117,82,40,0,3.0,2,43.8644979,2011,1
33254,315,117,82,40,0,2.3,1,52.6391521,2011,0
33255,247,120,21,46,0,2.3,2,45.0761077,2011,0
33258,240,115,22,44,0,2.8,1,72.1002999,2011,1
33259,199,82,71,35,0,2.8,2,65.8489406,2011,1
33260,199,82,71,35,0,3.0,1,60.9068871,2011,1
33261,199,82,76,42,0,3.0,2,65.0419442,2011,1
33262,199,82,76,42,0,2.3,1,69.1747708,2011,0
33263,199,82,78,6,0,2.3,2,65.6465595,2011,0
33266,199,82,78,6,0,2.8,1,71.5959086,2011,1
33267,199,82,85,27,0,2.8,2,67.1289525,2011,1
33268,199,82,85,27,0,3.0,1,63.4426728,2011,1
33269,199,82,87,27,0,3.0,2,62.7729268,2011,1
33270,199,82,87,27,0,2.3,1,62.9970181,2011,0
33271,101,58,76,42,0,2.3,2,58.6408437,2011,0
33274,315,119,22,44,0,2.8,1,67.7534936,2011,1
33275,315,119,22,44,0,2.8,2,54.9272031,2011,1
33276,199,84,71,35,0,3.0,1,65.8925098,2011,1
33277,199,84,71,35,0,3.0,2,58.0679016,2011,1
33278,199,84,76,42,0,2.3,1,50.8413658,2011,0
